Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
18;Sat;25.01.14;;Stuttgart;1–2;Mainz 05;;;Daniel Siebert;Match Report;
18;Sat;25.01.14;;Freiburg;3–2;Leverkusen;;;Deniz Aytekin;Match Report;
18;Sat;25.01.14;;Dortmund;2–2;Augsburg;;;Tobias Welz;Match Report;
18;Sat;25.01.14;;Wolfsburg;1–3;Hannover 96;;;Markus Schmidt;Match Report;
18;Sat;25.01.14;;Nürnberg;4–0;Hoffenheim;;;Knut Kircher;Match Report;
18;Sat;25.01.14;;Eint Frankfurt;1–0;Hertha BSC;;;Jochen Drees;Match Report;
18;Sun;26.01.14;;Hamburger SV;0–3;Schalke 04;;;Peter Sippel;Match Report;
18;Sun;26.01.14;;Werder Bremen;0–0;Braunschweig;;;Felix Brych;Match Report;
;;;;;;;;;;;
17;Wed;29.01.14;;Stuttgart;1–2;Bayern Munich;;;Manuel Gräfe;Match Report;
;;;;;;;;;;;
19;Fri;31.01.14;;Braunschweig;1–2;Dortmund;;;Marco Fritz;Match Report;
19;Sat;01.02.14;;Hannover 96;3–1;M'Gladbach;;;Bastian Dankert;Match Report;
19;Sat;01.02.14;;Mainz 05;2–0;Freiburg;;;Robert Hartmann;Match Report;
19;Sat;01.02.14;;Augsburg;3–1;Werder Bremen;;;Christian Dingert;Match Report;
19;Sat;01.02.14;;Leverkusen;2–1;Stuttgart;;;Felix Zwayer;Match Report;
19;Sat;01.02.14;;Schalke 04;2–1;Wolfsburg;;;Wolfgang Stark;Match Report;
19;Sat;01.02.14;;Hoffenheim;3–0;Hamburger SV;;;Günter Perl;Match Report;
19;Sun;02.02.14;;Hertha BSC;1–3;Nürnberg;;;Michael Weiner;Match Report;
19;Sun;02.02.14;;Bayern Munich;5–0;Eint Frankfurt;;;Florian Meyer;Match Report;
;;;;;;;;;;;
20;Fri;07.02.14;;M'Gladbach;0–1;Leverkusen;;;Florian Meyer;Match Report;
20;Sat;08.02.14;;Eint Frankfurt;3–0;Braunschweig;;;Markus Schmidt;Match Report;
20;Sat;08.02.14;;Werder Bremen;1–5;Dortmund;;;Günter Perl;Match Report;
20;Sat;08.02.14;;Hamburger SV;0–3;Hertha BSC;;;Deniz Aytekin;Match Report;
20;Sat;08.02.14;;Wolfsburg;3–0;Mainz 05;;;Tobias Stieler;Match Report;
20;Sat;08.02.14;;Freiburg;1–1;Hoffenheim;;;Thorsten Kinhöfer;Match Report;
20;Sat;08.02.14;;Nürnberg;0–2;Bayern Munich;;;Tobias Welz;Match Report;
20;Sun;09.02.14;;Stuttgart;1–4;Augsburg;;;Jochen Drees;Match Report;
20;Sun;09.02.14;;Schalke 04;2–0;Hannover 96;;;Christian Dingert;Match Report;
;;;;;;;;;;;
21;Fri;14.02.14;;Mainz 05;2–0;Hannover 96;;;Manuel Gräfe;Match Report;
21;Sat;15.02.14;;Werder Bremen;1–1;M'Gladbach;;;Wolfgang Stark;Match Report;
21;Sat;15.02.14;;Leverkusen;1–2;Schalke 04;;;Michael Weiner;Match Report;
21;Sat;15.02.14;;Braunschweig;4–2;Hamburger SV;;;Knut Kircher;Match Report;
21;Sat;15.02.14;;Bayern Munich;4–0;Freiburg;;;Guido Winkmann;Match Report;
21;Sat;15.02.14;;Hoffenheim;4–1;Stuttgart;;;Bastian Dankert;Match Report;
21;Sat;15.02.14;;Dortmund;4–0;Eint Frankfurt;;;Peter Sippel;Match Report;
21;Sun;16.02.14;;Augsburg;0–1;Nürnberg;;;Felix Brych;Match Report;
21;Sun;16.02.14;;Hertha BSC;1–2;Wolfsburg;;;Marco Fritz;Match Report;
;;;;;;;;;;;
22;Fri;21.02.14;;Schalke 04;0–0;Mainz 05;;;Peter Gagelmann;Match Report;
22;Sat;22.02.14;;Wolfsburg;3–1;Leverkusen;;;Thorsten Kinhöfer;Match Report;
22;Sat;22.02.14;;Freiburg;2–4;Augsburg;;;Manuel Gräfe;Match Report;
22;Sat;22.02.14;;Hamburger SV;3–0;Dortmund;;;Felix Brych;Match Report;
22;Sat;22.02.14;;M'Gladbach;2–2;Hoffenheim;;;Tobias Stieler;Match Report;
22;Sat;22.02.14;;Stuttgart;1–2;Hertha BSC;;;Robert Hartmann;Match Report;
22;Sat;22.02.14;;Nürnberg;2–1;Braunschweig;;;Daniel Siebert;Match Report;
22;Sun;23.02.14;;Hannover 96;0–4;Bayern Munich;;;Knut Kircher;Match Report;
22;Sun;23.02.14;;Eint Frankfurt;0–0;Werder Bremen;;;Felix Zwayer;Match Report;
;;;;;;;;;;;
23;Fri;28.02.14;;Hertha BSC;0–0;Freiburg;;;Peter Sippel;Match Report;
23;Sat;01.03.14;;Augsburg;1–1;Hannover 96;;;Tobias Stieler;Match Report;
23;Sat;01.03.14;;Bayern Munich;5–1;Schalke 04;;;Jochen Drees;Match Report;
23;Sat;01.03.14;;Dortmund;3–0;Nürnberg;;;Christian Dingert;Match Report;
23;Sat;01.03.14;;Werder Bremen;1–0;Hamburger SV;;;Florian Meyer;Match Report;
23;Sat;01.03.14;;Leverkusen;0–1;Mainz 05;;;Wolfgang Stark;Match Report;
23;Sat;01.03.14;;Braunschweig;1–1;M'Gladbach;;;Günter Perl;Match Report;
23;Sun;02.03.14;;Hoffenheim;6–2;Wolfsburg;;;Markus Schmidt;Match Report;
23;Sun;02.03.14;;Eint Frankfurt;2–1;Stuttgart;;;Deniz Aytekin;Match Report;
;;;;;;;;;;;
24;Sat;08.03.14;;Hamburger SV;1–1;Eint Frankfurt;;;Michael Weiner;Match Report;
24;Sat;08.03.14;;M'Gladbach;1–2;Augsburg;;;Knut Kircher;Match Report;
24;Sat;08.03.14;;Hannover 96;1–1;Leverkusen;;;Felix Zwayer;Match Report;
24;Sat;08.03.14;;Nürnberg;0–2;Werder Bremen;;;Manuel Gräfe;Match Report;
24;Sat;08.03.14;;Schalke 04;4–0;Hoffenheim;;;Robert Hartmann;Match Report;
24;Sat;08.03.14;;Stuttgart;2–2;Braunschweig;;;Christian Dingert;Match Report;
24;Sat;08.03.14;;Wolfsburg;1–6;Bayern Munich;;;Tobias Welz;Match Report;
24;Sun;09.03.14;;Freiburg;0–1;Dortmund;;;Peter Gagelmann;Match Report;
24;Sun;09.03.14;;Mainz 05;1–1;Hertha BSC;;;Knut Kircher;Match Report;
;;;;;;;;;;;
25;Fri;14.03.14;;Augsburg;1–2;Schalke 04;;;Bastian Dankert;Match Report;
25;Sat;15.03.14;;Werder Bremen;1–1;Stuttgart;;;Thorsten Kinhöfer;Match Report;
25;Sat;15.03.14;;Hertha BSC;0–3;Hannover 96;;;Guido Winkmann;Match Report;
25;Sat;15.03.14;;Bayern Munich;2–1;Leverkusen;;;Markus Schmidt;Match Report;
25;Sat;15.03.14;;Hoffenheim;2–4;Mainz 05;;;Daniel Siebert;Match Report;
25;Sat;15.03.14;;Braunschweig;1–1;Wolfsburg;;;Felix Brych;Match Report;
25;Sat;15.03.14;;Dortmund;1–2;M'Gladbach;;;Deniz Aytekin;Match Report;
25;Sun;16.03.14;;Hamburger SV;2–1;Nürnberg;;;Marco Fritz;Match Report;
25;Sun;16.03.14;;Eint Frankfurt;1–4;Freiburg;;;Wolfgang Stark;Match Report;
;;;;;;;;;;;
26;Fri;21.03.14;;Freiburg;3–1;Werder Bremen;;;Michael Weiner;Match Report;
26;Sat;22.03.14;;Mainz 05;0–2;Bayern Munich;;;Tobias Stieler;Match Report;
26;Sat;22.03.14;;Wolfsburg;1–1;Augsburg;;;Felix Zwayer;Match Report;
26;Sat;22.03.14;;M'Gladbach;3–0;Hertha BSC;;;Peter Gagelmann;Match Report;
26;Sat;22.03.14;;Hannover 96;0–3;Dortmund;;;Günter Perl;Match Report;
26;Sat;22.03.14;;Stuttgart;1–0;Hamburger SV;;;Felix Brych;Match Report;
26;Sat;22.03.14;;Schalke 04;3–1;Braunschweig;;;Wolfgang Stark;Match Report;
26;Sun;23.03.14;;Nürnberg;2–5;Eint Frankfurt;;;Knut Kircher;Match Report;
26;Sun;23.03.14;;Leverkusen;2–3;Hoffenheim;;;Jochen Drees;Match Report;
;;;;;;;;;;;
27;Tue;25.03.14;;Dortmund;0–0;Schalke 04;;;Florian Meyer;Match Report;
27;Tue;25.03.14;;Braunschweig;3–1;Mainz 05;;;Robert Hartmann;Match Report;
27;Tue;25.03.14;;Werder Bremen;1–3;Wolfsburg;;;Daniel Siebert;Match Report;
27;Tue;25.03.14;;Hertha BSC;1–3;Bayern Munich;;;Marco Fritz;Match Report;
27;Wed;26.03.14;;Nürnberg;2–0;Stuttgart;;;Tobias Welz;Match Report;
27;Wed;26.03.14;;Augsburg;1–3;Leverkusen;;;Thorsten Kinhöfer;Match Report;
27;Wed;26.03.14;;Eint Frankfurt;1–0;M'Gladbach;;;Manuel Gräfe;Match Report;
27;Wed;26.03.14;;Hamburger SV;1–1;Freiburg;;;Deniz Aytekin;Match Report;
27;Wed;26.03.14;;Hoffenheim;3–1;Hannover 96;;;Peter Sippel;Match Report;
;;;;;;;;;;;
28;Fri;28.03.14;;Schalke 04;2–0;Hertha BSC;;;Günter Perl;Match Report;
28;Sat;29.03.14;;Wolfsburg;2–1;Eint Frankfurt;;;Peter Gagelmann;Match Report;
28;Sat;29.03.14;;Mainz 05;3–0;Augsburg;;;Marco Fritz;Match Report;
28;Sat;29.03.14;;Bayern Munich;3–3;Hoffenheim;;;Christian Dingert;Match Report;
28;Sat;29.03.14;;Stuttgart;2–3;Dortmund;;;Michael Weiner;Match Report;
28;Sat;29.03.14;;Freiburg;3–2;Nürnberg;;;Jochen Drees;Match Report;
28;Sat;29.03.14;;Leverkusen;1–1;Braunschweig;;;Guido Winkmann;Match Report;
28;Sun;30.03.14;;Hannover 96;1–2;Werder Bremen;;;Markus Schmidt;Match Report;
28;Sun;30.03.14;;M'Gladbach;3–1;Hamburger SV;;;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
29;Fri;04.04.14;;Hamburger SV;2–1;Leverkusen;;;Bastian Dankert;Match Report;
29;Sat;05.04.14;;Stuttgart;2–0;Freiburg;;;Felix Zwayer;Match Report;
29;Sat;05.04.14;;Augsburg;1–0;Bayern Munich;;;Manuel Gräfe;Match Report;
29;Sat;05.04.14;;Dortmund;2–1;Wolfsburg;;;Knut Kircher;Match Report;
29;Sat;05.04.14;;Eint Frankfurt;2–0;Mainz 05;;;Wolfgang Stark;Match Report;
29;Sat;05.04.14;;Nürnberg;0–2;M'Gladbach;;;Tobias Stieler;Match Report;
29;Sat;05.04.14;;Werder Bremen;1–1;Schalke 04;;;Peter Sippel;Match Report;
29;Sun;06.04.14;;Braunschweig;3–0;Hannover 96;;;Peter Gagelmann;Match Report;
29;Sun;06.04.14;;Hertha BSC;1–1;Hoffenheim;;;Felix Brych;Match Report;
;;;;;;;;;;;
30;Fri;11.04.14;;Schalke 04;2–0;Eint Frankfurt;;;Christian Dingert;Match Report;
30;Sat;12.04.14;;Hannover 96;2–1;Hamburger SV;;;Robert Hartmann;Match Report;
30;Sat;12.04.14;;Freiburg;2–0;Braunschweig;;;Tobias Welz;Match Report;
30;Sat;12.04.14;;Wolfsburg;4–1;Nürnberg;;;Bastian Dankert;Match Report;
30;Sat;12.04.14;;Bayern Munich;0–3;Dortmund;;;Felix Zwayer;Match Report;
30;Sat;12.04.14;;Mainz 05;3–0;Werder Bremen;;;Deniz Aytekin;Match Report;
30;Sat;12.04.14;;M'Gladbach;1–1;Stuttgart;;;Florian Meyer;Match Report;
30;Sun;13.04.14;;Leverkusen;2–1;Hertha BSC;;;Tobias Stieler;Match Report;
30;Sun;13.04.14;;Hoffenheim;2–0;Augsburg;;;Markus Schmidt;Match Report;
;;;;;;;;;;;
31;Thu;17.04.14;;Eint Frankfurt;2–3;Hannover 96;;;Felix Brych;Match Report;
31;Sat;19.04.14;;Braunschweig;0–2;Bayern Munich;;;Daniel Siebert;Match Report;
31;Sat;19.04.14;;Dortmund;4–2;Mainz 05;;;Markus Schmidt;Match Report;
31;Sat;19.04.14;;Augsburg;0–0;Hertha BSC;;;Jochen Drees;Match Report;
31;Sat;19.04.14;;Werder Bremen;3–1;Hoffenheim;;;Bastian Dankert;Match Report;
31;Sat;19.04.14;;Freiburg;4–2;M'Gladbach;;;Peter Gagelmann;Match Report;
31;Sat;19.04.14;;Hamburger SV;1–3;Wolfsburg;;;Peter Sippel;Match Report;
31;Sun;20.04.14;;Stuttgart;3–1;Schalke 04;;;Günter Perl;Match Report;
31;Sun;20.04.14;;Nürnberg;1–4;Leverkusen;;;Marco Fritz;Match Report;
;;;;;;;;;;;
32;Fri;25.04.14;;Hannover 96;0–0;Stuttgart;;;Wolfgang Stark;Match Report;
32;Sat;26.04.14;;Hoffenheim;0–0;Eint Frankfurt;;;Florian Meyer;Match Report;
32;Sat;26.04.14;;Bayern Munich;5–2;Werder Bremen;;;Guido Winkmann;Match Report;
32;Sat;26.04.14;;Hertha BSC;2–0;Braunschweig;;;Thorsten Kinhöfer;Match Report;
32;Sat;26.04.14;;Leverkusen;2–2;Dortmund;;;Günter Perl;Match Report;
32;Sat;26.04.14;;Wolfsburg;2–2;Freiburg;;;Deniz Aytekin;Match Report;
32;Sat;26.04.14;;Mainz 05;2–0;Nürnberg;;;Knut Kircher;Match Report;
32;Sun;27.04.14;;Augsburg;3–1;Hamburger SV;;;Tobias Welz;Match Report;
32;Sun;27.04.14;;Schalke 04;0–1;M'Gladbach;;;Manuel Gräfe;Match Report;
;;;;;;;;;;;
33;Sat;03.05.14;;Hamburger SV;1–4;Bayern Munich;;;Marco Fritz;Match Report;
33;Sat;03.05.14;;Braunschweig;0–1;Augsburg;;;Christian Dingert;Match Report;
33;Sat;03.05.14;;Nürnberg;0–2;Hannover 96;;;Manuel Gräfe;Match Report;
33;Sat;03.05.14;;Werder Bremen;2–0;Hertha BSC;;;Robert Hartmann;Match Report;
33;Sat;03.05.14;;Stuttgart;1–2;Wolfsburg;;;Felix Brych;Match Report;
33;Sat;03.05.14;;M'Gladbach;3–1;Mainz 05;;;Felix Zwayer;Match Report;
33;Sat;03.05.14;;Dortmund;3–2;Hoffenheim;;;Tobias Welz;Match Report;
33;Sat;03.05.14;;Eint Frankfurt;0–2;Leverkusen;;;Jochen Drees;Match Report;
33;Sat;03.05.14;;Freiburg;0–2;Schalke 04;;;Florian Meyer;Match Report;
;;;;;;;;;;;
34;Sat;10.05.14;;Wolfsburg;3–1;M'Gladbach;;;Wolfgang Stark;Match Report;
34;Sat;10.05.14;;Bayern Munich;1–0;Stuttgart;;;Bastian Dankert;Match Report;
34;Sat;10.05.14;;Schalke 04;4–1;Nürnberg;;;Felix Zwayer;Match Report;
34;Sat;10.05.14;;Leverkusen;2–1;Werder Bremen;;;Knut Kircher;Match Report;
34;Sat;10.05.14;;Hertha BSC;0–4;Dortmund;;;Tobias Stieler;Match Report;
34;Sat;10.05.14;;Mainz 05;3–2;Hamburger SV;;;Thorsten Kinhöfer;Match Report;
34;Sat;10.05.14;;Hannover 96;3–2;Freiburg;;;Peter Gagelmann;Match Report;
34;Sat;10.05.14;;Augsburg;2–1;Eint Frankfurt;;;Daniel Siebert;Match Report;
34;Sat;10.05.14;;Hoffenheim;3–1;Braunschweig;;;Peter Sippel;Match Report;